label,android.permission.INTERNET,android.permission.READ_SMS,android.permission.RECEIVE_SMS,android.permission.READ_CONTACTS,android.permission.SYSTEM_ALERT_WINDOW,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.ACCESS_FINE_LOCATION,android.permission.CAMERA,android.permission.RECORD_AUDIO,android.permission.GET_ACCOUNTS,api_telephony_getDeviceId,api_sms_sendTextMessage,api_crypto_Cipher,api_reflection_Class_forName,api_net_HttpURLConnection,app_size_mb,min_sdk,target_sdk,cert_age_days,is_debuggable,obfuscation_score,background_service_score,network_call_freq,screen_overlay_score,sms_trigger_score
0,1,1,0,0,0,0,0,1,0,0,0.2048,0.2504,0.1498,0.0085,0.2889,15.28,25,34,486,0,0.05,0.1895,0.2334,0.1697,0.1113
0,1,0,0,0,0,0,0,0,0,0,0.1711,0.2285,0.152,0.1721,0.0188,44.6,21,31,1789,0,0.17,0.1516,0.1385,0.187,0.2083
1,1,1,1,1,1,0,1,1,0,1,0.6888,0.4593,0.7716,0.8041,0.6634,8.79,22,29,18,0,0.77,0.9106,0.6935,0.9486,0.8089
0,1,0,0,0,0,0,0,1,0,0,0.2568,0.0504,0.1565,0.0053,0.1172,78.22,21,34,973,0,0.32,0.035,0.1358,0.1066,0.2429
0,0,0,0,0,0,0,0,0,0,0,0.1094,0.0613,0.1278,0.0573,0.2906,138.1,21,33,1725,0,0.12,0.1084,0.1835,0.1033,0.0502
1,1,1,1,1,1,1,1,1,1,1,0.9196,0.6219,0.9198,0.8394,0.7153,3.14,23,30,19,0,0.85,0.8457,0.9351,0.9037,0.6104
1,1,1,1,1,1,0,0,0,1,0,0.5225,0.7867,0.6085,0.6078,0.6051,14.83,19,29,11,0,0.91,0.7156,0.6835,0.7544,0.7862
1,1,1,1,1,1,0,1,1,0,1,0.433,0.8892,0.7683,0.4562,0.8047,1.99,20,29,10,0,0.94,0.8711,0.9341,0.7763,0.9351
0,1,1,0,0,0,0,0,0,1,0,0.2011,0.2168,0.0206,0.2531,0.0491,103.65,24,32,1510,0,0.23,0.1271,0.018,0.0911,0.1875
0,1,1,0,0,0,0,0,1,0,0,0.148,0.0685,0.1326,0.159,0.12,101.04,22,33,632,0,0.26,0.0177,0.0845,0.2347,0.256
0,1,0,0,0,0,0,0,0,0,0,0.0307,0.1415,0.0284,0.2921,0.1953,64.68,22,32,1964,0,0.36,0.2312,0.1484,0.008,0.1408
0,0,1,0,0,0,0,0,0,0,0,0.0861,0.2021,0.2191,0.1478,0.2201,80.99,23,31,1050,0,0.22,0.012,0.1746,0.1192,0.2717
1,1,0,1,1,1,1,0,0,0,0,0.5411,0.7249,0.6473,0.7214,0.9436,4.97,20,30,3,0,0.78,0.9633,0.725,0.8509,0.8906
1,1,1,1,1,1,0,1,1,0,0,0.6175,0.6921,0.9669,0.6032,0.6334,6.7,22,30,24,0,0.83,0.9379,0.759,0.6934,0.9731
1,0,1,0,1,1,1,1,0,1,1,0.6265,0.7972,0.4917,0.4845,0.4095,11.37,22,29,9,0,0.77,0.7241,0.9441,0.9189,0.8259
1,1,1,1,0,1,0,1,1,0,0,0.6934,0.8852,0.6196,0.821,0.6593,1.13,23,30,8,0,0.97,0.9276,0.7209,0.9432,0.6458
0,1,0,1,0,0,0,0,0,0,0,0.1715,0.1937,0.0609,0.2448,0.1421,144.45,26,32,1205,0,0.32,0.0586,0.0646,0.2604,0.0403
1,0,1,1,0,1,1,1,1,0,0,0.9086,0.7886,0.8525,0.7576,0.6534,6.79,22,28,10,1,0.9,0.7233,0.7542,0.8516,0.6214
1,1,1,1,0,1,0,1,1,1,1,0.8234,0.5521,0.6781,0.4841,0.4997,5.22,23,29,25,1,0.96,0.8415,0.9422,0.9135,0.8617
0,1,0,1,0,0,0,0,0,0,0,0.1656,0.1288,0.1691,0.1536,0.2488,63.12,25,34,1218,0,0.39,0.0103,0.232,0.1657,0.219
1,1,1,1,1,1,0,0,1,1,0,0.8808,0.9147,0.9075,0.9092,0.5956,9.25,19,28,2,0,0.73,0.612,0.6095,0.61,0.8533
0,1,1,0,0,0,0,0,1,1,0,0.258,0.2978,0.1451,0.1296,0.2468,36.24,22,32,1197,0,0.03,0.0358,0.1293,0.2004,0.2969
1,1,1,1,1,1,0,1,1,1,0,0.8,0.7747,0.7774,0.9798,0.9608,1.1,21,29,26,0,0.96,0.8897,0.7084,0.8356,0.6751
1,1,1,1,1,1,1,1,0,0,1,0.5629,0.717,0.5431,0.7396,0.5645,1.53,22,28,6,0,0.7,0.8853,0.9155,0.9116,0.953
1,1,1,1,0,1,0,1,1,0,0,0.658,0.9506,0.5866,0.9242,0.6002,5.53,19,28,12,1,0.85,0.8634,0.6682,0.698,0.7125
0,0,1,0,0,0,0,1,0,0,0,0.2934,0.2317,0.2712,0.2321,0.1271,94.56,26,34,365,0,0.37,0.2497,0.0029,0.2567,0.1761
1,0,1,1,1,1,1,0,1,0,1,0.9579,0.9145,0.7851,0.5281,0.6456,12.9,19,29,14,0,0.73,0.9621,0.6031,0.7178,0.9415
1,1,1,1,0,0,0,0,1,0,1,0.6364,0.8614,0.9581,0.9222,0.9074,9.01,19,29,2,0,0.83,0.8404,0.737,0.7682,0.7017
1,1,1,1,1,1,1,1,0,1,0,0.6177,0.936,0.9426,0.6478,0.9823,8.88,20,28,29,1,0.71,0.8123,0.7176,0.7153,0.6406
1,1,1,1,0,1,0,0,1,1,1,0.4263,0.464,0.9864,0.6449,0.4783,11.51,21,30,3,0,0.94,0.6654,0.9824,0.91,0.8555
0,1,0,0,0,0,0,0,0,0,0,0.0994,0.1409,0.0546,0.076,0.0034,47.96,21,34,564,0,0.29,0.0726,0.0717,0.2292,0.0557
0,1,0,0,0,0,0,0,0,0,0,0.1954,0.246,0.0262,0.0495,0.2468,142.56,23,34,419,0,0.24,0.0688,0.0541,0.199,0.0429
0,1,0,0,0,1,0,0,0,0,0,0.1465,0.1531,0.2034,0.0517,0.293,122.05,26,31,1673,0,0.16,0.2025,0.0902,0.1238,0.0886
0,1,0,0,0,0,0,1,0,0,0,0.277,0.2336,0.1161,0.273,0.2453,40.92,26,31,468,0,0.17,0.1516,0.0185,0.0031,0.0994
1,1,1,0,0,1,0,1,1,1,0,0.5959,0.5827,0.9435,0.7692,0.4177,5.37,19,28,26,0,0.71,0.9131,0.7723,0.6588,0.9209
1,0,1,1,1,1,0,1,0,0,1,0.6029,0.4614,0.8597,0.9976,0.9858,11.6,20,30,3,0,0.84,0.7896,0.7066,0.8186,0.9023
1,1,1,1,1,1,1,0,0,1,1,0.5584,0.9843,0.996,0.4953,0.6666,7.14,19,30,14,0,0.73,0.7559,0.8824,0.9579,0.7645
0,1,0,0,0,0,0,0,1,0,0,0.0137,0.1729,0.2628,0.03,0.0381,114.7,24,32,1893,0,0.26,0.2765,0.0542,0.1166,0.0514
1,1,1,1,0,1,0,1,1,1,1,0.4662,0.5112,0.5344,0.8429,0.7389,3.61,21,29,11,0,0.88,0.6563,0.6196,0.798,0.6787
1,1,1,1,1,1,1,0,1,0,1,0.9012,0.5082,0.752,0.493,0.6015,12.75,20,30,6,1,0.76,0.7131,0.9009,0.6349,0.7804
0,1,0,0,0,0,0,1,0,0,0,0.2514,0.0258,0.0414,0.1559,0.2888,23.97,26,33,1355,0,0.3,0.2141,0.1221,0.2061,0.1929
0,1,0,0,0,0,0,0,0,0,1,0.1109,0.1286,0.2503,0.1124,0.0712,66.19,23,34,1156,0,0.34,0.1008,0.2871,0.0554,0.0652
0,1,0,0,0,0,1,0,1,0,0,0.1365,0.0096,0.0335,0.1942,0.2193,11.92,26,34,743,0,0.25,0.0136,0.0913,0.2229,0.1539
0,1,1,0,0,0,0,0,0,0,0,0.1233,0.1004,0.0876,0.1959,0.056,56.37,21,34,669,0,0.25,0.1711,0.1297,0.0751,0.0457
1,0,1,1,1,1,0,0,1,1,1,0.9618,0.9155,0.5741,0.5248,0.4935,12.48,21,28,28,0,0.9,0.8031,0.7331,0.7846,0.9603
1,1,1,0,0,1,1,1,0,1,0,0.8168,0.969,0.9258,0.5018,0.6283,14.17,20,28,29,0,0.71,0.6873,0.7797,0.697,0.6109
1,1,1,0,0,1,1,0,1,1,1,0.5652,0.5323,0.9527,0.8608,0.5104,1.03,20,30,2,1,0.97,0.7376,0.8184,0.9405,0.7774
1,0,1,1,1,1,0,0,1,0,1,0.8399,0.411,0.4632,0.9464,0.4486,3.15,23,29,23,0,0.96,0.6846,0.7252,0.813,0.8115
1,1,1,1,0,1,1,0,0,1,1,0.5516,0.6859,0.799,0.5366,0.6761,5.72,20,29,13,1,0.84,0.6811,0.7309,0.9556,0.6467
0,1,1,0,0,0,0,0,0,0,0,0.2033,0.0029,0.0326,0.0837,0.2952,37.22,21,34,1529,0,0.24,0.0718,0.2203,0.201,0.2938
0,1,1,0,0,1,0,0,0,0,1,0.0512,0.2395,0.2388,0.2718,0.0762,93.13,25,32,1412,0,0.31,0.0262,0.2396,0.2655,0.14
1,1,1,1,1,0,1,1,1,0,1,0.8561,0.4679,0.5842,0.7822,0.9899,5.19,19,28,29,0,0.7,0.6878,0.9714,0.8508,0.6357
1,0,1,1,1,1,0,1,1,1,1,0.7991,0.8397,0.7792,0.6006,0.6534,14.12,19,29,4,1,0.96,0.669,0.639,0.6336,0.8205
1,0,1,1,1,0,0,0,1,0,0,0.779,0.578,0.8826,0.8483,0.7632,7.95,22,28,12,0,0.95,0.91,0.6895,0.8434,0.7959
1,1,1,1,1,1,0,1,1,1,1,0.4258,0.7351,0.7604,0.8655,0.9691,5.68,19,30,12,0,0.7,0.9591,0.7605,0.7365,0.8246
1,1,1,1,1,0,0,0,1,1,1,0.5417,0.7234,0.9499,0.4227,0.5319,14.21,19,30,11,0,0.95,0.8782,0.8896,0.8942,0.6615
1,1,1,1,1,1,0,1,1,1,1,0.8326,0.9988,0.7567,0.7173,0.6774,10.75,23,28,12,0,0.86,0.847,0.8305,0.6653,0.9582
1,1,1,1,0,1,0,1,1,0,1,0.6053,0.8609,0.4379,0.9174,0.6898,2.23,20,29,14,0,0.97,0.8308,0.6014,0.6397,0.6995
0,1,0,0,0,0,0,0,1,0,1,0.2318,0.1842,0.2836,0.0123,0.2121,70.95,22,34,813,0,0.13,0.1625,0.0252,0.068,0.2253
1,1,1,1,0,1,1,1,1,1,0,0.5371,0.6599,0.7079,0.5485,0.6102,10.97,21,28,1,0,0.73,0.9819,0.6649,0.6758,0.7975
0,1,0,0,0,0,0,0,0,0,0,0.0315,0.0387,0.2441,0.1547,0.061,92.19,26,33,1174,0,0.36,0.0837,0.0139,0.0703,0.033
1,1,1,1,0,1,1,1,1,0,1,0.4592,0.5783,0.7429,0.771,0.5129,14.59,19,28,16,0,0.9,0.9038,0.6137,0.8664,0.99
0,1,1,0,0,0,0,0,0,0,1,0.1035,0.1446,0.0771,0.0094,0.2289,102.12,22,34,1576,0,0.18,0.0752,0.1774,0.2747,0.2452
0,1,0,0,0,0,0,0,1,1,0,0.2592,0.1996,0.0511,0.1674,0.2473,61.11,23,32,1352,0,0.09,0.2938,0.2678,0.1135,0.036
1,0,1,1,1,1,0,0,1,0,1,0.9342,0.6292,0.7837,0.6552,0.9026,9.22,22,28,14,0,0.74,0.8268,0.6327,0.8548,0.7532
1,0,0,1,1,1,1,0,0,1,1,0.9274,0.5186,0.7261,0.8431,0.6303,7.73,20,28,27,1,0.81,0.7064,0.8833,0.9902,0.7539
0,0,0,0,1,0,0,1,1,0,0,0.2514,0.1246,0.0665,0.1684,0.2598,105.95,25,34,1723,0,0.07,0.061,0.053,0.2474,0.2943
0,1,0,0,0,0,0,0,0,0,0,0.0539,0.127,0.0472,0.2405,0.1178,135.77,23,33,648,0,0.19,0.0088,0.0935,0.2168,0.1553
1,0,0,1,1,1,1,0,0,1,1,0.4933,0.5626,0.9376,0.943,0.7039,3.58,22,28,8,1,0.84,0.687,0.6088,0.9041,0.9759
0,1,1,0,0,0,0,1,0,0,0,0.1691,0.0644,0.205,0.1901,0.1141,124.78,21,32,986,0,0.16,0.0339,0.1298,0.2416,0.1123
1,0,1,1,1,1,1,0,0,0,0,0.4961,0.7599,0.5426,0.8747,0.7648,1.43,20,29,5,0,0.93,0.9836,0.9251,0.9321,0.8728
1,0,1,1,1,1,1,0,1,1,0,0.9149,0.9377,0.7542,0.4786,0.9142,10.73,22,28,23,1,0.94,0.6364,0.7754,0.8493,0.9151
0,0,1,0,1,0,0,0,0,0,0,0.2589,0.0846,0.0187,0.2914,0.2834,98.88,25,32,1806,0,0.4,0.1385,0.2129,0.138,0.2986
0,1,0,0,1,1,0,1,1,1,0,0.1698,0.1048,0.1777,0.2508,0.048,122.64,25,34,1101,0,0.26,0.1218,0.1922,0.1799,0.1841
1,1,1,1,0,1,1,1,0,0,1,0.8084,0.7649,0.4817,0.971,0.8878,11.69,22,29,26,1,0.97,0.9379,0.9686,0.9303,0.7425
0,1,0,1,0,0,0,0,0,1,0,0.0409,0.2462,0.0044,0.1231,0.0285,38.46,26,34,373,0,0.24,0.237,0.0837,0.0666,0.2897
1,1,1,1,0,1,1,0,1,0,1,0.4345,0.4314,0.4784,0.7699,0.8403,10.83,20,28,11,0,0.82,0.715,0.9952,0.8954,0.7848
0,1,0,0,0,0,0,0,1,0,1,0.2579,0.1751,0.1537,0.0158,0.2758,82.54,25,34,1011,0,0.21,0.2212,0.03,0.067,0.1031
0,1,1,0,0,1,0,0,0,0,0,0.1146,0.0858,0.0658,0.173,0.1066,21.52,22,33,1599,0,0.3,0.0846,0.0353,0.2062,0.2871
0,1,0,0,0,0,0,0,1,1,0,0.2203,0.2199,0.1069,0.1903,0.1509,139.61,21,31,1257,0,0.02,0.1096,0.1606,0.2897,0.1531
0,1,0,0,0,0,0,0,0,0,0,0.2406,0.2881,0.1438,0.0243,0.1112,112.72,26,32,365,0,0.13,0.2021,0.2928,0.0401,0.0281
1,1,1,1,1,1,0,0,0,0,1,0.9709,0.6037,0.9836,0.6496,0.6306,11.0,23,30,6,1,0.85,0.8609,0.6904,0.6392,0.9468
0,1,0,0,0,0,0,0,0,0,0,0.2355,0.2579,0.0291,0.2557,0.2541,92.82,25,34,1640,0,0.22,0.2616,0.1924,0.1568,0.2409
1,1,1,1,1,1,0,0,1,0,1,0.5606,0.6348,0.4095,0.4211,0.8446,4.9,23,28,19,1,0.9,0.665,0.93,0.7301,0.6238
1,1,1,1,0,1,1,0,0,0,0,0.9769,0.9645,0.8203,0.9941,0.6759,11.3,21,29,5,1,0.74,0.9743,0.718,0.7949,0.6231
1,1,1,1,1,1,0,1,0,0,0,0.6789,0.7173,0.7023,0.7403,0.6352,4.57,19,30,30,0,0.94,0.8888,0.8446,0.7111,0.8445
0,1,0,1,0,0,0,0,0,0,0,0.1243,0.056,0.087,0.1471,0.2905,137.85,21,32,581,0,0.32,0.1603,0.2893,0.0712,0.2277
1,0,1,1,0,1,0,0,1,0,1,0.5331,0.4167,0.8317,0.5238,0.6289,6.96,19,29,21,0,0.89,0.7968,0.9337,0.7831,0.9755
0,1,0,0,0,0,0,0,0,0,1,0.0039,0.1676,0.1991,0.2332,0.0122,110.46,22,32,578,0,0.2,0.2841,0.2993,0.1932,0.233
0,1,0,0,1,0,0,0,1,0,1,0.0821,0.0673,0.2425,0.0877,0.2466,127.43,23,31,1451,0,0.14,0.1415,0.296,0.1389,0.0722
0,1,0,0,0,0,0,0,0,0,1,0.2535,0.016,0.2135,0.1786,0.2582,101.68,22,33,1759,0,0.37,0.2597,0.1506,0.1767,0.2562
0,1,0,0,1,0,0,0,0,0,0,0.2877,0.2694,0.2706,0.2773,0.0468,107.24,22,32,1489,0,0.1,0.0217,0.0424,0.2213,0.2484
0,1,0,1,0,0,0,1,0,0,0,0.0201,0.2161,0.2731,0.1647,0.1958,101.51,22,34,1991,0,0.02,0.1746,0.0555,0.1047,0.1908
0,1,0,0,0,0,0,0,0,0,0,0.2086,0.0714,0.1826,0.123,0.1939,148.2,22,31,1683,0,0.36,0.1213,0.0676,0.0102,0.1574
0,1,0,0,1,0,0,0,0,0,0,0.2611,0.2166,0.2742,0.1535,0.0157,39.72,24,31,519,0,0.3,0.2077,0.0668,0.0282,0.2775
1,0,1,1,0,1,0,1,1,1,0,0.819,0.5577,0.7558,0.9963,0.709,5.43,22,30,8,0,0.74,0.9497,0.6513,0.6906,0.9194
1,1,1,1,0,1,0,1,0,0,1,0.9678,0.9635,0.8474,0.4354,0.6048,12.55,19,30,22,0,0.79,0.7061,0.8311,0.8797,0.7166
0,1,0,0,1,0,0,0,0,0,0,0.0929,0.0603,0.2441,0.23,0.0395,63.93,23,32,442,0,0.03,0.193,0.1837,0.2584,0.2583
1,1,1,1,1,1,1,1,1,0,0,0.957,0.4236,0.7715,0.8387,0.6091,8.5,19,28,26,0,0.81,0.8954,0.627,0.8818,0.8307
1,0,1,1,0,1,1,0,0,0,1,0.934,0.975,0.8881,0.5745,0.6867,8.43,23,28,12,0,0.94,0.7563,0.9298,0.7346,0.9125
1,0,1,1,1,1,1,1,1,1,1,0.784,0.5873,0.6399,0.5098,0.4497,2.36,21,30,20,1,0.86,0.6875,0.6476,0.8019,0.8918
1,1,1,1,1,1,1,1,0,1,0,0.6562,0.9806,0.8768,0.6672,0.8189,5.4,22,30,24,0,0.84,0.6052,0.7987,0.9157,0.7483
0,0,0,0,0,0,0,1,0,0,0,0.0001,0.2236,0.2239,0.2409,0.2282,134.04,26,32,1950,0,0.31,0.1115,0.2992,0.2841,0.1975
0,0,0,0,0,0,0,1,0,0,1,0.289,0.1574,0.1313,0.027,0.2681,111.37,26,32,709,0,0.23,0.2179,0.083,0.2873,0.2325
1,1,1,1,0,1,0,1,1,1,0,0.8255,0.645,0.5307,0.5321,0.8244,8.52,20,29,11,0,0.98,0.7524,0.8628,0.7495,0.6463
1,1,1,1,0,1,1,1,1,1,1,0.5146,0.6744,0.5803,0.5505,0.6811,12.84,23,28,18,1,0.89,0.7982,0.8927,0.975,0.9962
1,1,0,0,1,1,1,1,0,0,1,0.8882,0.8109,0.7343,0.9482,0.5124,13.93,19,29,25,0,0.72,0.759,0.9136,0.8007,0.7716
1,0,1,1,0,1,0,1,0,1,1,0.7477,0.621,0.9848,0.6322,0.764,3.63,19,28,3,0,0.73,0.6287,0.6648,0.7862,0.9386
0,1,0,0,0,0,0,0,0,0,0,0.1688,0.057,0.0121,0.0635,0.0725,33.23,23,31,1297,0,0.16,0.2204,0.1635,0.0478,0.0624
0,1,1,0,0,0,0,0,0,0,0,0.1074,0.1416,0.0625,0.1763,0.0079,121.34,26,34,430,0,0.06,0.0716,0.008,0.1219,0.0613
0,1,0,1,0,0,0,0,0,0,0,0.2432,0.0179,0.0298,0.0225,0.2771,68.36,25,34,416,0,0.22,0.0321,0.0168,0.1202,0.2324
0,0,0,0,0,0,0,0,0,0,0,0.1863,0.0463,0.0551,0.0885,0.2029,142.51,22,34,1065,0,0.39,0.2966,0.175,0.013,0.1963
0,1,1,0,0,0,0,0,0,0,0,0.0248,0.2128,0.0303,0.0315,0.1589,70.46,22,31,734,0,0.32,0.1575,0.2261,0.0952,0.1312
1,1,1,1,0,1,1,1,0,0,1,0.9003,0.5747,0.4227,0.9785,0.6562,11.52,20,29,26,0,0.77,0.7182,0.9368,0.6896,0.6661
0,0,0,0,0,0,0,1,0,0,1,0.294,0.2183,0.2929,0.038,0.1689,42.31,26,32,706,0,0.34,0.2189,0.0623,0.0096,0.2039
1,0,1,1,0,1,1,1,1,0,0,0.404,0.9719,0.4727,0.9844,0.8038,2.93,23,28,26,0,0.9,0.7213,0.6884,0.9549,0.6051
0,1,0,0,0,0,0,0,0,0,0,0.0536,0.0127,0.02,0.0918,0.0026,36.7,26,31,1543,0,0.36,0.0876,0.0382,0.0625,0.1109
1,1,1,1,1,1,0,0,1,1,1,0.6938,0.8857,0.7814,0.4325,0.9978,11.75,20,30,15,0,0.72,0.9297,0.6156,0.9013,0.8932
0,1,0,1,0,0,0,1,1,0,0,0.2445,0.0238,0.1021,0.0283,0.0804,90.85,21,33,1125,0,0.15,0.1848,0.0993,0.2469,0.2063
0,1,0,0,0,0,0,0,0,0,0,0.2942,0.092,0.2452,0.0134,0.2721,79.93,25,31,1046,0,0.09,0.0617,0.0238,0.088,0.0128
0,0,0,0,0,0,0,0,0,0,0,0.1276,0.078,0.0854,0.2431,0.12,40.23,23,32,1533,0,0.13,0.0404,0.053,0.0068,0.1283
1,1,1,1,1,1,1,0,0,0,1,0.9358,0.8357,0.8134,0.9048,0.6129,10.15,22,30,15,0,0.78,0.6904,0.8104,0.6598,0.6666
0,1,0,0,0,0,0,1,0,1,0,0.0267,0.148,0.2041,0.1656,0.2238,65.79,25,33,812,0,0.25,0.28,0.0036,0.2133,0.1227
0,1,0,1,1,0,0,0,0,0,1,0.2967,0.2674,0.037,0.1705,0.0737,136.85,26,33,668,0,0.18,0.0144,0.1345,0.2482,0.0385
0,1,0,0,0,0,0,0,0,1,0,0.2393,0.2055,0.1725,0.0268,0.1937,40.01,25,32,1885,0,0.04,0.2777,0.2459,0.2726,0.172
0,0,1,1,0,0,0,1,0,0,0,0.0766,0.0631,0.0911,0.0545,0.2919,141.62,25,33,1192,0,0.07,0.0628,0.2857,0.0889,0.0939
1,0,1,1,1,1,1,0,0,1,1,0.9067,0.8407,0.9225,0.6254,0.6342,2.28,20,28,17,0,0.95,0.7383,0.7127,0.6163,0.8012
0,1,0,0,0,0,0,0,0,1,0,0.2423,0.28,0.2381,0.193,0.021,113.37,26,34,1277,0,0.24,0.225,0.1422,0.097,0.0897
0,1,0,0,0,0,0,0,0,0,1,0.0177,0.2323,0.0579,0.0554,0.031,61.28,23,32,1642,0,0.22,0.0098,0.1024,0.06,0.091
0,1,0,0,0,0,0,0,0,0,0,0.0247,0.0754,0.0391,0.0936,0.2453,72.76,22,31,532,0,0.23,0.2087,0.1996,0.1167,0.2902
0,1,0,0,0,0,0,0,0,0,1,0.2188,0.1406,0.1719,0.0431,0.1635,75.68,23,34,1724,0,0.3,0.0815,0.2038,0.2308,0.2108
1,1,1,1,0,1,1,1,1,1,0,0.5822,0.6364,0.7866,0.6251,0.9092,6.1,19,28,22,1,0.84,0.9848,0.7445,0.8892,0.8312
1,0,1,1,0,1,1,0,1,1,1,0.9462,0.7239,0.7205,0.6641,0.8203,3.76,19,30,10,0,0.79,0.8976,0.8825,0.8856,0.775
0,1,0,0,0,1,0,1,0,0,0,0.2875,0.2806,0.0127,0.2176,0.24,83.43,21,31,1173,0,0.36,0.0482,0.0488,0.1535,0.0081
0,1,0,1,0,0,0,0,0,1,0,0.0266,0.1233,0.0679,0.0568,0.0076,21.37,21,32,1302,0,0.38,0.254,0.1002,0.2238,0.0186
0,1,1,0,0,0,0,0,0,1,0,0.1588,0.0291,0.1134,0.0501,0.1752,143.5,25,34,1416,0,0.28,0.1072,0.2024,0.0381,0.1113
1,0,1,1,1,1,1,0,1,1,1,0.4767,0.9337,0.4279,0.6925,0.8811,9.45,23,28,8,0,0.85,0.7067,0.7023,0.8233,0.8152
0,1,0,0,0,0,0,0,1,1,0,0.1066,0.031,0.0294,0.1945,0.2519,124.91,21,32,483,0,0.4,0.2858,0.172,0.0687,0.2965
1,0,1,1,0,0,0,1,0,0,1,0.6454,0.4932,0.6668,0.4807,0.8813,9.36,21,28,14,0,0.74,0.8365,0.9319,0.6844,0.6736
1,0,1,1,1,1,1,1,0,1,0,0.6986,0.5595,0.7804,0.6879,0.486,13.06,21,29,17,1,0.72,0.7952,0.6632,0.9538,0.8091
0,1,0,0,0,0,0,1,0,0,0,0.2617,0.2383,0.2742,0.0793,0.1668,75.23,25,34,1105,0,0.38,0.1135,0.2099,0.0896,0.2397
1,1,1,1,0,0,0,1,1,1,0,0.8624,0.4069,0.7749,0.8345,0.7734,5.81,22,29,16,1,0.9,0.6529,0.7349,0.9376,0.9599
1,0,1,1,1,1,1,1,0,0,1,0.4656,0.7044,0.5273,0.5085,0.7299,14.8,19,30,3,1,0.94,0.9942,0.6122,0.9162,0.903
1,0,1,1,1,1,1,1,0,1,1,0.4193,0.6229,0.599,0.673,0.5967,9.85,20,28,18,0,0.77,0.7346,0.768,0.7345,0.6672
1,0,1,0,1,1,0,1,1,1,1,0.4939,0.6306,0.8594,0.5843,0.9079,12.98,22,30,5,1,0.74,0.7732,0.885,0.7144,0.9495
1,0,1,1,1,1,1,1,0,0,1,0.6514,0.7074,0.556,0.7918,0.8085,6.09,20,28,6,0,0.97,0.9459,0.9422,0.9681,0.6944
0,0,1,0,1,0,0,0,0,0,1,0.0379,0.1074,0.0717,0.0529,0.033,139.98,21,34,1883,0,0.03,0.2508,0.2489,0.0224,0.1336
0,1,0,0,0,0,0,0,0,0,0,0.2999,0.1409,0.0109,0.2206,0.2213,137.59,26,31,1211,0,0.04,0.1367,0.1229,0.0108,0.0534
1,1,1,1,0,1,1,1,1,0,0,0.957,0.6964,0.5658,0.8654,0.7006,6.03,23,30,0,0,0.72,0.9494,0.8349,0.9964,0.6789
0,0,1,0,0,0,0,1,0,1,0,0.1805,0.0828,0.0659,0.2471,0.0567,25.42,24,34,524,0,0.27,0.0581,0.1715,0.0778,0.159
0,1,1,0,0,0,0,0,0,0,0,0.2914,0.0415,0.1106,0.2609,0.1086,23.54,25,34,1546,0,0.19,0.2774,0.0366,0.1814,0.1514
1,1,0,1,1,1,1,1,1,1,0,0.7121,0.774,0.5439,0.9656,0.6325,11.65,19,29,0,0,0.73,0.8739,0.9602,0.7547,0.6028
0,0,0,0,0,1,0,0,0,0,0,0.2876,0.1615,0.0431,0.2017,0.0592,15.98,25,32,1607,0,0.25,0.075,0.1545,0.1147,0.0603
1,0,1,0,1,1,0,1,1,1,1,0.7002,0.4946,0.9985,0.9971,0.4541,3.12,19,30,28,1,0.98,0.6445,0.7315,0.8212,0.7632
0,1,1,0,1,0,0,0,0,0,1,0.2343,0.2827,0.047,0.1707,0.2737,88.11,26,32,1348,0,0.31,0.2056,0.0249,0.1077,0.2924
0,1,0,1,0,0,0,1,0,0,0,0.107,0.2688,0.1916,0.2099,0.1209,131.3,25,33,701,0,0.01,0.1463,0.2525,0.1675,0.2844
0,1,0,0,0,0,0,0,1,0,0,0.1417,0.1402,0.2816,0.0335,0.0461,110.65,26,31,1481,0,0.28,0.2107,0.0934,0.0843,0.0666
0,1,1,0,0,0,0,0,0,0,1,0.1605,0.0112,0.2083,0.0044,0.1489,58.55,23,32,1402,0,0.23,0.1786,0.2807,0.2176,0.0413
0,1,0,0,0,0,0,0,0,0,0,0.2656,0.2343,0.0118,0.2858,0.062,119.42,24,32,1299,0,0.17,0.0998,0.2383,0.2846,0.2664
1,0,1,1,0,0,1,1,1,0,0,0.9421,0.6989,0.4511,0.8879,0.5868,10.73,21,29,5,0,0.74,0.6249,0.6946,0.8093,0.8055
0,1,1,0,0,0,0,0,0,0,0,0.1548,0.1059,0.1845,0.1191,0.1034,122.94,25,32,1960,0,0.01,0.1047,0.2021,0.2513,0.295
1,1,1,0,1,0,1,1,0,1,1,0.7949,0.9504,0.6725,0.7475,0.434,3.28,23,29,19,0,0.97,0.9967,0.637,0.7813,0.7846
0,1,0,0,0,0,0,0,0,0,0,0.1399,0.277,0.1749,0.0581,0.1778,64.35,24,32,1848,0,0.14,0.2425,0.2686,0.0841,0.0539
0,1,0,0,0,0,0,1,0,1,0,0.0006,0.0986,0.0494,0.2187,0.2842,131.01,23,34,621,0,0.34,0.1447,0.1745,0.0052,0.2721
0,1,0,0,0,0,0,0,0,0,0,0.1527,0.1311,0.1748,0.0812,0.0186,123.45,22,31,378,0,0.2,0.0064,0.1358,0.0894,0.1105
0,1,1,0,0,0,0,0,0,0,0,0.0706,0.2437,0.2684,0.1403,0.1611,133.13,24,31,1017,0,0.35,0.1855,0.2645,0.2859,0.0931
